conm,cusip,cusip9digit,gvkey,id1,loc,ticker
ACTIVE LINK COMMUNICATIONS,00505W10,00505W109,14414,288,USA,ACVE
ACTRADE FINL TECHNOLGIES LTD,00507P10,00507P102,22843,297,USA,ACRTQ
ACS ENTERPRISES INC,00087230,000872309,1011,273,USA,ACSE
ACRODYNE COMMUNICATIONS INC,00500E10,00500E104,31520,272,USA,ACRO
ACUITY CIMATRIX INC,77107430,771074309,9191,302,USA,RVSIQ
ACUITY IMAGING INC,00508110,005081104,1896,303,USA,ACUT
ADAMS OUTDOOR ADVERTSG  -LP,00634893,006348932,64771,316,USA,3185B
ADAMS NATURAL RESOURCES FUND,00548F10,00548F105,14753,315,USA,PEO
ADAMS RESPIRATORY THERAPTCS,00635P10,00635P107,163628,318,USA,ARXT
ADAL GROUP INC,00547310,005473103,13537,310,USA,ADGR
ADACORP INC,00531520,005315205,1116,309,USA,ADAI20
ADAMS DIVERSIFIED EQUITY FD,00621210,006212104,1119,313,USA,ADX
ADE CORP/MA,00089C10,00089C107,61427,330,USA,ADEX
ADELANTE SHS RE VALUE ETF,75610220,756102208,178452,336,USA,AVU.2
ADELANTE SHARES RE GRWTH ETF,75610210,756102109,178448,331,USA,AGV
ADELANTE SHARES RE KINGS ETF,75610240,756102406,178449,332,USA,AKB
ADELANTE SHS RE CLASSICS ETF,75610230,756102307,178446,333,USA,ACK.1
ADELANTE SHS RE YIELD PLUS,75610250,756102505,178450,337,USA,ATY.3
ADELANTE SHS RE COMPOSITE,75610270,756102703,178447,334,USA,ACB.1
ADCO TECHNOLOGIES INC,00088510,000885103,31526,324,USA,ADCO.1
ADELANTE SHS RE SHELTER ETF,75610260,756102604,178451,335,USA,AQS.1
ADDSCO INDUSTRIES INC,00088710,000887109,1014,327,USA,3ADDS
ADDISON-DAVIS DIAGNOSTICS,00653320,006533202,105851,326,USA,ADSD
ADJUSTABLE RATE MBS TRUST,00703310,007033103,164118,357,USA,ADJ.Z
ADITX THERAPEUTICS INC -REDH,00799G93,00799G935,35958,356,USA,ADTX
ADFORCE INC,00686710,006867105,120313,349,USA,ADFC
ADERIS PHARMACEUTICALS INC,00686M10,00686M102,146736,342,USA,ADPX.
ADMIRALTY BANCORP INC,00723110,007231103,114648,361,USA,AAAB.
ADSTAR INC,00737P10,00737P104,124934,369,USA,ADST
ADMAR GROUP INC,00709330,007093305,13171,360,USA,ADMR.
ADOBE RESOURCES CORP,00724010,007240104,6934,364,USA,ADB.1
ADTEC INC,00738C10,00738C102,13087,373,USA,8705B
ADFITECH INC,00687B10,00687B105,184541,347,USA,ADFT
ADS TACTICAL INC  -REDH,00101D10,00101D109,186452,368,USA,ADSI
ADIRONDACK TRUST CO,00701410,007014103,17222,355,USA,ADKT
ADVANCE CIRCUITS INC,00738310,007383102,1137,386,USA,ADVC.
ADVANCE AMER CASH ADVANCE CT,00739W10,00739W107,161067,384,USA,AEA
ADVA INTERNATIONAL INC,00100W10,00100W108,13909,382,USA,ADII
ADVACARE INC,00738B10,00738B104,24875,383,USA,AVCR
ADEXA INC,00686P10,00686P105,140906,345,USA,ADXA
ADVANCE FINANCIAL BANCORP,00743710,007437106,64546,388,USA,AFBC
ADV INHALATION THERAPYS-REDH,M0182P10,M0182P100,26095,378,USA,AITP
ADVANCED BIOHEALING  -REDH,00752T10,00752T106,186609,394,USA,ABHB
ADVANCED DETECTORS INC,00797710,007977101,13485,398,USA,3ADETE
ADVANCED COMPUTER TECHNIQUES,00751810,007518103,1141,396,USA,AVCD
ADVANCED ENGINE TECHNOLOGIES,00758C10,00758C107,66124,404,USA,AENG
ADVANCED FINANCIAL,00753J30,00753J305,24328,407,USA,3AVFI.
ADVANCED INTERVENTIONAL SYS,00795410,007954100,24654,408,USA,LAIS
ADVANCED ORTHOPEDIC TECH INC,00754F30,00754F302,24963,419,USA,AOTI
ADVANCED OPTICS ELECTRONICS,00754V10,00754V109,66123,418,USA,ADOT
ADVANCED MONITORING SYS INC,00791010,007910102,1163,417,USA,3ADNME
ADVANCED SURGICAL INC,00754R10,00754R108,28687,426,USA,ASUR.1
ADVANCED RECYCLING SCIENCES,00762C10,00762C101,31417,425,USA,ARYC.
ADVANCED PROMOTION TECH INC,00795210,007952104,24217,423,USA,APTV.1
ADVANCED PROTEOME THERAPETCS,00762820,007628209,26761,424,USA,APTCF
ADVANTAGE ADVISORS MULTI SEC,00763F10,00763F103,161045,439,USA,XAMSX
ADVANTA CORP  -CL B,00794220,007942204,12108,438,USA,ADVBQ
ADVANTAGE COS INC/DE,00756E10,00756E105,3227,441,USA,ADVG
ADVANCED TELECOMMUNICATIONS,00792310,007923105,1171,429,USA,ATEL.1
ADVANCED SYSTEMS INTL INC,00757P10,00757P109,66322,428,USA,ADSN
ADVENT/CLAYMORE ENCD GRWTH,00765E10,00765E104,162858,452,USA,LCM
ADVENT TECHNOLOGIES INC,00755B20,00755B201,13478,451,USA,AVTI.1
ADVENT CONVERTIBL AND INC FD,00764C10,00764C109,153773,449,USA,AVK
ADVISORSHARES ACTIV BEAR ETF,00768Y88,00768Y883,186324,456,USA,HDGE
ADVISORSHARES DOUBLELI VA EQ,00768Y81,00768Y818,189758,458,USA,DBLV
ADVISORSHARES DENT TACT ETF,00768Y10,00768Y107,183557,457,USA,DENT
ADVISORSHARES FOCUSED EQUITY,00768Y56,00768Y560,28163,459,USA,CWS
ADVISORSHARES FOLIOBEYOND SM,00768Y83,00768Y834,187482,460,USA,FWDB
ADVISORSHARES GARTMAN GLD/BP,00768Y67,00768Y677,19783,461,USA,GGBP
ADVENT CLAYMORE CV SEC&IN II,00763910,007639107,177532,448,USA,AGC
ADVERTISING.COM INC-REDH,00763D10,00763D108,266314,453,USA,ADCM
ADVANTAGE HEALTH CORP,00755P10,00755P101,24927,442,USA,ADHC.
ADVISORSHARES MADRONA DOMSTC,00768Y85,00768Y859,187480,466,USA,FWDD
ADVISORSHARES GLOBAL ECHO,00768Y77,00768Y776,7498,463,USA,GIVE
ADVISORSHARES SAGE CORE RSRV,00768Y65,00768Y651,19542,475,USA,HOLD
ADVISORSHARES NT & MEDIA ETF,00768Y55,00768Y552,33329,471,USA,FNG
ADVISORSHARES INTL GOLD ETF,00768Y69,00768Y693,19780,464,USA,GLDE
ADVISORSHARES MRGN CRK GBL,00768Y80,00768Y800,185787,469,USA,GTAA
ADVISORSHARES GARTMN GLD/YEN,00768Y68,00768Y685,19781,462,USA,GYEN
ADVISORSHARES MEIDELL TC ADV,00768Y82,00768Y826,187528,468,USA,MATH
ADVANTAGE PAYROLL SVCS -REDH,00763Q10,00763Q109,147850,443,USA,APAY
ADVISORSHARES MADRONA INTL,00768Y84,00768Y842,187481,467,USA,FWDI
ADVISORSHR DRSY WRGT SHR ETF,00768Y52,00768Y529,33788,480,USA,DWSH
ADVISORSHS ACCUVEST GLBL ETF,00768Y40,00768Y404,185216,482,USA,AGLS
ADVISORSHARES QAM EQUITY HDG,00768Y75,00768Y750,13655,474,USA,QEH
ADVISORSHARES VICE ETF,00768Y54,00768Y545,32820,477,USA,ACT
ADVISORSHARES NEWFLEET MULTI,00768Y72,00768Y727,17554,470,USA,MINC
ADVISORSHARES PRING TURN BUS,00768Y73,00768Y735,16762,472,USA,DBIZ
ADVISORSHR DRSY WGT MRCP ETF,00768Y53,00768Y537,33790,479,USA,DWMC
ADVISORSHARES YIELDPRO ETF,00768Y64,00768Y644,19928,478,USA,YPRO
ADVISORSHRS MKT ADPTV UNCNST,00768Y63,00768Y636,21072,481,USA,MAUI
ADVISORSHARES PURE CNBS ETF,00768Y49,00768Y495,35107,473,USA,YOLO
ADVISORSHS CORNERSTONE SM CP,00768Y58,00768Y586,27659,484,USA,SCAP
ADVISORSHS ATHENA INTL BEAR,00768Y71,00768Y719,18374,483,USA,HDGI
ADVISORSHARES STAR GLB BYWRT,00768Y76,00768Y768,14507,476,USA,VEGA
ADVISORSHS TR ATHENA HI DIV,00768Y62,00768Y628,21275,486,USA,DIVI
AEGIS IDENTITY SOFTWR -REDH,00773Q10,00773Q107,27683,498,USA,AIDM
AEL INDUSTRIES  -CL A,00103010,001030105,1017,502,USA,AELNA
AERO SYSTEMS INC,00769810,007698103,1155,517,USA,AESM
ADVNTAGE INSURANCE INC -REDH,00779P70,00779P707,32747,488,USA,AVI
AEARO TECHNOLOGIES INC -REDH,00199T93,00199T933,166357,491,USA,AER.4
AEGEA INC -OLD,00799N93,00799N930,18425,493,USA,AEGA.1
AETERNA ZENTARIS INC,00797540,007975402,63562,532,USA,AEZS
AFA PROTECTIVE SYSTEMS INC,00103810,001038108,1019,539,USA,AFAP
AEW REAL ESTATE INCOME FUND,00104H10,00104H107,151608,537,USA,RIF.1
AFFILIATED NEWSPAPERS INVST,00825R10,00825R103,62986,545,USA,9480B
AFFILIATED BANKSHARES COLO,00818210,008182107,1178,541,USA,AFBK.
AFFINIA GROUP INTRMDT HOLDINGS,00899T00,00899T001,163124,548,USA,0156A
AFG HOLDINGS INC -REDH,00832C10,00832C107,33599,559,USA,AFGL
AFSALA BANCORP INC,00106110,001061100,63929,563,USA,AFED
AFFILIATED PUBNS,00826210,008262107,1181,546,USA,AFP.1
AFFINITY WORLD LDRS EQTY ETF,90214Q10,90214Q105,32892,555,USA,WLDR
AFFINITY INTL TRAVEL SYS,00826F10,00826F108,107816,553,USA,AFFT.1
AGFIQ US MARKET NEUTRAL ANTI,00110G40,00110G408,189466,584,USA,BTAL
AGFIQ US MARKET NEUTRL VALUE,00110G20,00110G200,189464,586,USA,CHEP
AGFIQ DYNAMIC HDGD US EQ ETF,00110G50,00110G507,35238,581,USA,USHG
AGFIQ US MARKET NEUTRAL SIZE,00110G30,00110G309,188756,585,USA,SIZ
AGFIQ GLOBAL INFRA ETF,00110G60,00110G606,35239,582,USA,GLIF
AGJUNCTION INC,00847V10,00847V108,105950,594,USA,AJXGF
AGFIQ US MKT NEUTRAL MOMENTM,00110G10,00110G101,188755,587,USA,MOM
AGFIQ HEDGED DIV INCOME FUND,00110G88,00110G887,22874,583,USA,DIVA
AGES HEALTH SERVICES INC,00130710,001307107,29380,578,USA,AHSI
AGENT INFORMATION SOFTWR INC,00847D10,00847D108,1874,575,USA,AIFS
AGP & CO INC,00123020,001230200,21256,597,USA,3AGPC
AGRI DYNAMICS INC,00849520,008495202,1190,600,USA,AGDY
AGRIPOST INC,00854310,008543100,21123,604,USA,AGPT
AGRIDYNE TECHNOLOGIES INC,00853T10,00853T104,24928,603,USA,AGRI.
AGRAQUEST INC,00849E10,00849E104,144808,598,USA,AGRQ
AI POWERED INTRNTNL EQTY ETF,26922A46,26922A461,33622,617,USA,AIIQ
AIR L A INC,00912520,009125204,22846,631,USA,3AILA
AIM STRATEGIC INCOME FUND,00142G10,00142G103,15461,624,USA,AST.1
AIM SELECT R E INCOME FUND,00888R10,00888R107,148871,623,USA,RRE
AI POWERED EQUITY ETF,26924G81,26924G813,32576,616,USA,AIEQ
AIM TELEPHONES INC,00142310,001423102,1028,625,USA,7547B
AINA LE'A INC -REDH,00901P10,00901P104,13186,628,USA,AIZY
AIMSI TECHNOLOGIES INC,00142610,001426105,146413,627,USA,AIMT.1
AIR PACKAGING TECHNOLOGY INC,00891320,008913204,26592,634,USA,AIRP
AIM EASTERN EUROPE FUND,00141J10,00141J108,21148,621,USA,GTF.1
AIRCOA HOTEL PARTNRS  -LP-A,00929310,009293101,13589,643,USA,AHT.1
AHI HEALTHCARE SYSTEMS INC,00129010,001290105,61363,610,USA,AHIS
AIRBEE WIRELESS INC,00925310,009253105,157233,639,USA,ABEW
AIR WATER INTERNATIONAL CORP,00922910,009229105,66048,638,USA,AWTI
AILEEN INC,00887810,008878100,1197,619,USA,AEENQ
AIFS INC,00136693,001366939,12147,618,USA,6805C
AIRONET WIRELESS COMM,00943A10,00943A107,122156,651,USA,AIRO.
AIRTECH INTERNATIONAL GROUP,00950F20,00950F205,21667,654,USA,AIRG.1
AIRSHARES EU CARBON ALLOWANCES FD,00950G10,00950G104,182079,652,USA,ASO
AJL PEPS TRUST  -ADR,00971010,009710104,61549,663,USA,AJP
AIRTOUCH COMMUNICATIONS-OLD,00949T10,00949T100,29318,656,USA,ATI.1
AIRTRAX INC,00892010,008920100,125994,658,USA,AITX.1
AKRION INC-REDH,00972Y10,00972Y109,162012,676,USA,AKRI
ALADDIN GAMING HOLDINGS LLC,01071493,010714939,114917,683,USA,9937B
ALACER GOLD CORP,01067910,010679108,156214,682,USA,ALIAF
ALASKA PACIFIC BANCSHARS INC,01175710,011757101,121853,700,USA,3AKPB
ALBANY MOLECULAR RESH INC,01242310,012423109,118081,704,USA,AMRI
AKELA PHARMA INC,00972X20,00972X200,20877,669,USA,AKLPF
ALANTEC CORP,01163010,011630100,29686,690,USA,ALTC
ALASKA POWER & TELEPHONE CO,01176420,011764206,29839,701,USA,APTL
ALBEMARLE FIRST BANK,01268410,012684106,124735,707,USA,AFBK
ALAS INTL HOLDINGS INC-OLD,01199E93,01199E934,113667,694,USA,VDSC.1
ALCON INC- OLD,H0130110,H01301102,147449,722,USA,ACL.2
ALDAGEN INC -REDH,01408L10,01408L109,180042,723,USA,ALDH
ALC COMMUNICATIONS INC,00157530,001575307,1311,714,USA,ALC.2
ALBERTSON'S INC,01310410,013104104,1240,710,USA,ABS.1
ALERT CENTRE INC,01446T10,01446T106,29498,735,USA,ALT.3
ALEX BROWN INC,01390210,013902101,12261,737,USA,AB.3
ALEXZA PHARMACTCLS INC,01538420,015384209,166414,744,USA,ALXA
ALDUS CORP,01443210,014432108,13420,731,USA,ALDC
ALBION BANC CORP,01328910,013289103,28639,712,USA,ALBC
ALBINA COMMUNITY BANCORP,01328810,013288105,65005,711,USA,ACBCQ
ALFORD REFRIGERATED WHSES,01542P10,01542P107,123134,746,USA,ALFO
ALIGHT INC - REDH,01626N10,01626N101,34961,753,USA,ALIT
ALDEN PRESS CO,01429210,014292106,25664,725,USA,ALDN.
ALIEN TECHNOLOGY CORP -REDH,01625U10,01625U106,174309,752,USA,RFID.
ALIMCO FINANCIAL CORP,01626K20,01626K206,29323,756,USA,ALMC
ALIBRIS INC-REDH,01609T10,01609T109,264267,750,USA,ALBR
ALGOREX CORP,01586710,015867104,1264,747,USA,3ALGD
ALL-AMERICAN TERM TRUST INC,01644010,016440109,27848,773,USA,3AATTZ
ALLECO INC,01678393,016783938,1277,777,USA,5566C
ALL AMERN FOOD GROUP INC,01643530,016435307,64133,767,USA,AAFGQ
ALLEGRO MICROSYSTEMS-REDH,01748910,017489105,179434,796,USA,ALGM
ALLEGHENY VALLEY BANCORP INC,01742710,017427105,28267,786,USA,AVLY
ALLERGY RESEARCH GROUP INC,01849R10,01849R103,65666,804,USA,3ALRG
ALLERION INC,01849X10,01849X100,10826,805,USA,3AERI
ALLEGIANCE BANCORP INC,01747F10,01747F102,19061,787,USA,ALLG.
ALLIANCE DATA SYS -PRO FORMA,01899Q93,01899Q930,22441,815,USA,ADS.P
ALLIANCE CALIFORNIA MUN INCOME FD,01854610,018546101,146885,814,USA,AKP
ALLIANCE BANCORP OF PA,01890A10,01890A108,31576,811,USA,ALLB
ALLIANCE ALL-MKT ADVANTGE FD,01852M10,01852M108,30876,808,USA,AMO.2
ALLERCARE INC,01848810,018488106,20069,800,USA,ALLR.2
ALLERGAN LIGAND RETND THERAP,01849P10,01849P107,61952,802,USA,ALRI
ALLIANCE MEDICAL CORP,01899X93,01899X935,145081,825,USA,ALMC.1
ALLIANCE NEW YORK MUN INC FD,01871410,018714105,146887,828,USA,AYN
ALLIANT COMPUTER SYSTEMS CP,01880010,018800102,12872,838,USA,3ALCS
ALLIANZGI AI OPPO FD,01883M10,01883M101,35813,840,USA,AIO
ALLIANCEBERNSTEIN INCOME FD,01881E10,01881E101,14682,835,USA,ACG
ALLIANCE GLOBAL ENVIRON FD,01859L10,01859L103,21955,820,USA,AEF.2
ALLIANCE WORLD DLR GOVT FD,01879610,018796102,25897,832,USA,AWG
ALLIANZGI CONV & INCOME FUND,01882810,018828103,153252,843,USA,NCV
ALLIANZGI INTL & PREM STRAT,01882X10,01882X108,163847,847,USA,NAI
ALLIANCEBERNSTEIN NATL MUN,01864U10,01864U106,146886,837,USA,AFB
ALLIANZGI GLBL EQ & CONV INC,01882W10,01882W100,178425,846,USA,NGZ
ALLIANZGI CON INCM 2024 TARG,01883H10,01883H102,32050,841,USA,CBH
ALLIANZGI DIV INT & PRE STGY,01883A10,01883A107,163029,844,USA,NFJ
ALLIANZGI CONV & INCM FD II,01882510,018825109,155324,842,USA,NCZ
ALLIANCEBERNSTEIN GLB HI INC,01879R10,01879R106,28654,833,USA,AWF
ALLIANCE NORTHWEST INDUSTRIES INC,01871610,018716100,1286,829,USA,3ALNI
ALLIANCE NEW EUROPE FUND INC,01871310,018713107,21157,827,USA,ANE.2
ALLIANZGI EQUITY & CONV INCM,01882910,018829101,176794,845,USA,NIE
ALLICO CORPORATION,01883610,018836106,8083,848,USA,3ALCP
ALLIED BANK CAPITAL INC,01887110,018871103,25513,850,USA,ABCI.2
ALLIED CAPITAL COML CORP,01902910,019029107,25448,853,USA,ALCC.1
ALLIED CLINICAL LABS,01907610,019076108,22850,858,USA,ACLB
ALLSCRIPTS HLTHCR SOLTNS-OLD,01999Y93,01999Y932,122255,886,USA,MDRX.
ALLMERICA PPTY &CASUALTY COS,01975T10,01975T105,14826,878,USA,APY.1
ALLOY COMPUTER PRODUCTS INC,01984710,019847102,12359,883,USA,AYCP
ALLOU HEALTHCARE INC,01978210,019782101,15848,882,USA,ALUHQ
ALLMERICA SECURITIES TR,01992110,019921105,14768,879,USA,ALM.2
ALLIED STORES,01951900,019519008,1301,871,USA,9174A
ALLTEL NEW YORK INC,01999X00,01999X009,1335,894,USA,AT4
ALLTEL ILLINOIS INC,02099Z00,02099Z001,1337,893,USA,AT1
ALLTEL FLORIDA INC,02099Y00,02099Y004,12315,892,USA,AT6
ALLTEL PENNSYLVANIA INC,01999Y00,01999Y007,1336,895,USA,AT2
ALPHA ARCHITECT VLU MMNT,02072L50,02072L508,31197,911,USA,VMOT
ALPHA ARCTH 100 EMG MKTS ETF,02072L60,02072L607,35240,912,USA,FRDM
ALPHA ARCHI INTL QNT VAL ETF,02072L20,02072L201,22488,908,USA,IVAL
ALPHA ARCHIT US QNT VAL ETF,02072L10,02072L102,22023,910,USA,QVAL
ALPHA ARCHIT US QNT MTM ETF,02072L40,02072L409,26577,909,USA,QMOM
ALPHA ARCHI INTL QNT MTM ETF,02072L30,02072L300,26716,907,USA,IMOM
ALMACS SUPERMARKETS INC,02199X93,02199X930,28901,898,USA,8391B
ALON BRANDS INC-REDH,02099U93,02099U937,181784,902,USA,ABO
ALPHAMARK ACTIVELY MGD SM CP,26922A83,26922A834,23663,925,USA,SMCP
ALPHACLONE INTERNATIONAL ETF,26922A81,26922A818,26489,923,USA,ALFI
ALPHACLONE ALTERNATIVE ALPHA,26922A30,26922A305,10470,922,USA,ALFA
ALPS ENH PUT WRITE STGY ETF,00162Q55,00162Q551,25050,943,USA,PUTX
ALPS EMERG SECTOR DIV DOGS,00162Q66,00162Q668,20098,942,USA,EDOG
ALPS DISRUPTIVE TECHNLG ETF,00162Q47,00162Q478,32890,941,USA,DTEC
ALPS CLEAN ENERGY ETF,00162Q46,00162Q460,33748,940,USA,ACES
ALPINE MEADOWS TAHOE INC,02083910,020839106,19960,935,USA,PDRR
ALPS ETF VLCTYSHRS EMG ASIA,00162Q82,00162Q825,17681,945,USA,ASDR
ALPS ALERIAN ENERGY INFRASTR,00162Q67,00162Q676,19060,937,USA,ENFR
ALPS ALERIAN MLP ETF,00162Q45,00162Q452,185447,938,USA,AMLP
ALPS GLOBAL CMDTY EQUITY ETF,00162Q30,00162Q304,183592,948,USA,CRBQ
ALPS INTL SECTOR DIV DOGS,00162Q71,00162Q718,18252,949,USA,IDOG
ALPS EQUAL SECTOR WEIGHT ETF,00162Q20,00162Q205,183222,944,USA,EQL
ALPS ETF VLCTYSHRS EMG MKTS,00162Q84,00162Q841,17682,946,USA,EMDR
ALPS JEFF TR/J WILDCATTERS,00162Q80,00162Q809,184164,950,USA,WCAT
ALPS ETF VLCTYSHRS RUS SELCT,00162Q83,00162Q833,17683,947,USA,RUDR
ALPS BARRON'S 400 ETF,00162Q72,00162Q726,18097,939,USA,BFOR
ALPS MEDICAL BREAKTHROUGHS,00162Q59,00162Q593,22696,951,USA,SBIO
ALPS TR/J CRB GLOBAL AGRICULTR,00162Q40,00162Q403,183751,958,USA,CRBA
ALPS/DORSEY WRGHT SCTR MMNTM,00162Q48,00162Q486,29770,962,USA,SWIN
ALPS/GS MB GROWTH MKT EQ &T,00162Q77,00162Q775,16768,964,USA,GSGO
ALPS STOXX EUROPE 600 ETF,00162Q63,00162Q635,22078,957,USA,STXX
ALPS SECTOR LEADERS ETF,00162Q57,00162Q577,24956,955,USA,SLDR
ALPS SECTOR DIVIDEND DOGS,00162Q85,00162Q858,12033,954,USA,SDOG
ALTA HEALTH STRATEGIES INC,02127410,021274105,23589,973,USA,AHSI.
ALPS SECTOR LOW VOLTY ETF,00162Q56,00162Q569,24952,956,USA,SLOW
ALPS/GS MB ASIA X-JP EQ & TR,00162Q75,00162Q759,16772,963,USA,GSAX
ALPS WORKPLACE EQUALITY PRTF,00162Q65,00162Q650,19866,961,USA,EQLT
ALTA ENERGY CORP,02127030,021270301,20063,971,USA,ALE.2
