conm,cusip,cusip9digit,gvkey,id1,loc,ticker
10X GENOMICS INC,88025U10,88025U109,35640,1,USA,TXG
180 CONNECT INC,68234310,682343108,160475,3,USA,3CNCT
180 CONNECT INC,68234310,682343108,160475,3,USA,3CNCT
1-800 CONTACTS INC,68197710,681977104,66425,5,USA,CTAC.1
1-800-ATTORNEY INC,68231A20,68231A204,62884,6,USA,ATTY
1847 GOEDEKER INC -REDH,38399M93,38399M936,36399,8,USA,GOED
1847 GOEDEKER INC -REDH,38399M93,38399M936,36399,8,USA,GOED
1847 GOEDEKER INC -REDH,38399M93,38399M936,36399,8,USA,GOED
1LIFE HEALTHCARE INC,68269G10,68269G107,36025,10,USA,ONEM
1LIFE HEALTHCARE INC,68269G10,68269G107,36025,10,USA,ONEM
1895 BANCORP OF WISCONSN INC,28252W10,28252W105,34618,9,USA,BCOW
1MAGE SOFTWARE INC,45244M10,45244M102,5962,11,USA,ISOL
1MAGE SOFTWARE INC,45244M10,45244M102,5962,11,USA,ISOL
1ST BANCORP IND,31867L10,31867L100,18284,13,USA,FBCV.1
1PM INDUSTRIES INC,68276T10,68276T100,25089,12,USA,OPMZ
1PM INDUSTRIES INC,68276T10,68276T100,25089,12,USA,OPMZ
1MAGE SOFTWARE INC,45244M10,45244M102,5962,11,USA,ISOL
1ST CAPITAL BANK,31944C10,31944C107,177646,15,USA,FISB
1PM INDUSTRIES INC,68276T10,68276T100,25089,12,USA,OPMZ
1ST CAPITAL BANK,31944C10,31944C107,177646,15,USA,FISB
1ST BERGEN BANCORP,31891510,318915105,62533,14,USA,FBER.1
1ST CENTURY BANCSHARES INC,31943X10,31943X102,264418,17,USA,FCTY
1ST ENTERPRISE BANK,32008C10,32008C108,175290,19,USA,3FENB
1ST PRESTIGE WEALTH MGMT INC,33612Y10,33612Y106,65525,23,USA,FPWM
1ST ENTERPRISE BANK,32008C10,32008C108,175290,19,USA,3FENB
1ST INDEPENDENCE FINL GROUP,32053S10,32053S107,61390,20,USA,FIFG.1
1ST ENTERPRISE BANK,32008C10,32008C108,175290,19,USA,3FENB
1ST PRESTIGE WEALTH MGMT INC,33612Y10,33612Y106,65525,23,USA,FPWM
1ST PRESTIGE WEALTH MGMT INC,33612Y10,33612Y106,65525,23,USA,FPWM
1ST STATE BANCORP INC,33645S10,33645S100,119974,25,USA,FSBC.1
2 I INC,90206510,902065101,27778,29,USA,TWOI
2 I INC,90206510,902065101,27778,29,USA,TWOI
2 I INC,90206510,902065101,27778,29,USA,TWOI
202 DATA SYSTEMS INC,90206410,902064104,10785,31,USA,3TOOT.
202 DATA SYSTEMS INC,90206410,902064104,10785,31,USA,3TOOT.
2020 CHINACAP ACQUIRCO INC,90212G10,90212G109,178840,32,USA,EDS.1
2002 TARGET TERM TR INC,90210610,902106103,26041,30,USA,TTR.1
202 DATA SYSTEMS INC,90206410,902064104,10785,31,USA,3TOOT.
2050 MOTORS INC,90214L10,90214L106,20547,33,USA,ETFM
21ST CENTURY FILM CORP,90131B10,90131B108,16157,34,USA,TFFC
21ST CENTURY FILM CORP,90131B10,90131B108,16157,34,USA,TFFC
21ST CENTURY FILM CORP,90131B10,90131B108,16157,34,USA,TFFC
21ST CENTURY ONCOLOGY HOLDINGS,90131G10,90131G107,265008,36,USA,ICC
21ST CENTURY ONCOLOGY HOLDINGS,90131G10,90131G107,265008,36,USA,ICC
21ST CENTURY INS GROUP,90130N10,90130N103,14830,35,USA,TW.1
2ND SWING INC-REDH,90211X10,90211X103,110061,40,USA,SSG.3
2ND SWING INC-REDH,90211X10,90211X103,110061,40,USA,SSG.3
2ND SWING INC-REDH,90211X10,90211X103,110061,40,USA,SSG.3
3 BEALLS HOLDING CORP,88553100,885531004,15034,42,USA,5983A
30DC INC,88430R10,88430R105,185558,43,USA,TDCH
3 BEALLS HOLDING CORP,88553100,885531004,15034,42,USA,5983A
30DC INC,88430R10,88430R105,185558,43,USA,TDCH
360NETWORKS INC,88575T20,88575T205,134453,45,USA,3TSIXQ.1
360 COMMUNICATIONS CO,88557110,885571109,62229,44,USA,XO
360NETWORKS INC,88575T20,88575T205,134453,45,USA,3TSIXQ.1
360NETWORKS INC,88575T20,88575T205,134453,45,USA,3TSIXQ.1
3 BEALLS HOLDING CORP,88553100,885531004,15034,42,USA,5983A
3-D GEOPHYSICAL INC,88553V10,88553V107,62012,48,USA,TDGO
3D IMAGE TECHNOLOGY INC,88554F10,88554F101,31023,49,USA,3TDITE
3D LABS INC LTD,G8846W10,G8846W103,64005,50,USA,TDDD
3D LABS INC LTD,G8846W10,G8846W103,64005,50,USA,TDDD
3D IMAGE TECHNOLOGY INC,88554F10,88554F101,31023,49,USA,3TDITE
3D PIONEER SYSTEMS INC,88555Y10,88555Y109,17803,51,USA,DPSM
3D LABS INC LTD,G8846W10,G8846W103,64005,50,USA,TDDD
3D PIONEER SYSTEMS INC,88555Y10,88555Y109,17803,51,USA,DPSM
3DFX INTERACTIVE INC,88553X10,88553X103,64984,53,USA,TDFX
3DX INDUSTRIES INC,88556A10,88556A100,182637,58,USA,DDDX
3DX INDUSTRIES INC,88556A10,88556A100,182637,58,USA,DDDX
3-DIMENSIONAL PHARMACEUTICAL,88554W10,88554W104,138490,55,USA,DDDP
4D MOLECULAR THER INC -REDH,35099P93,35099P938,35729,63,USA,DDDD
4D MOLECULAR THER INC -REDH,35099P93,35099P938,35729,63,USA,DDDD
4D MOLECULAR THER INC -REDH,35099P93,35099P938,35729,63,USA,DDDD
800 AMERICA.COM INC,28248N10,28248N102,125859,73,USA,3ACCO
800 AMERICA.COM INC,28248N10,28248N102,125859,73,USA,3ACCO
800 AMERICA.COM INC,28248N10,28248N102,125859,73,USA,3ACCO
808 RENEWABLE ENERGY CORP,28252A10,28252A103,21189,77,USA,RNWR
800.COM INC,28248P10,28248P107,134584,76,USA,EHDC
808 RENEWABLE ENERGY CORP,28252A10,28252A103,21189,77,USA,RNWR
89BIO INC,28255910,282559103,35776,78,USA,ETNB
8POINT3 ENERGY PARTNERS LP,28253910,282539105,23287,79,USA,CAFD
8POINT3 ENERGY PARTNERS LP,28253910,282539105,23287,79,USA,CAFD
9278 COMMUNICATIONS INC,65440W10,65440W100,65381,82,USA,3NTSE
9278 COMMUNICATIONS INC,65440W10,65440W100,65381,82,USA,3NTSE
A & W BRANDS INC,00020910,000209106,13592,84,USA,SODA.1
A & W BRANDS INC,00020910,000209106,13592,84,USA,SODA.1
A & W BRANDS INC,00020910,000209106,13592,84,USA,SODA.1
A CLEAN SLATE INC,00089L10,00089L107,186661,86,USA,DRWN
A CLEAN SLATE INC,00089L10,00089L107,186661,86,USA,DRWN
A CLEAN SLATE INC,00089L10,00089L107,186661,86,USA,DRWN
A CLEAN SLATE INC -OLD,00099X91,00099X919,63912,87,USA,DRWN.1
A CLEAN SLATE INC -OLD,00099X91,00099X919,63912,87,USA,DRWN.1
A D A M INC,00088U10,00088U108,61523,88,USA,ADAM.1
A CLEAN SLATE INC -OLD,00099X91,00099X919,63912,87,USA,DRWN.1
A D A M INC,00088U10,00088U108,61523,88,USA,ADAM.1
A I C INTL INC,00134810,001348101,1025,89,USA,4225B
A D A M INC,00088U10,00088U108,61523,88,USA,ADAM.1
A I C INTL INC,00134810,001348101,1025,89,USA,4225B
A NOVO BROADBAND INC,00182P10,00182P104,61545,91,USA,ANVB
A L D INC,00160410,001604107,1033,90,USA,3ALDK
A PEA IN THE POD INC,00193610,001936103,28898,92,USA,APOD
A PEA IN THE POD INC,00193610,001936103,28898,92,USA,APOD
A L D INC,00160410,001604107,1033,90,USA,3ALDK
A PEA IN THE POD INC,00193610,001936103,28898,92,USA,APOD
A PLUS NETWORK INC,00203310,002033108,28782,93,USA,ACOM.
A L D INC,00160410,001604107,1033,90,USA,3ALDK
A PLUS NETWORK INC,00203310,002033108,28782,93,USA,ACOM.
A PLUS NETWORK INC,00203310,002033108,28782,93,USA,ACOM.
A S V INC,00196310,001963107,30584,94,USA,ASVI
A S V INC,00196310,001963107,30584,94,USA,ASVI
A S V INC,00196310,001963107,30584,94,USA,ASVI
A.C. MOORE ARTS & CRAFTS INC,00086T10,00086T103,65569,97,USA,ACMR.1
A-1 GROUP INC,03740J10,03740J107,185392,98,USA,AWON
A-1 GROUP INC,03740J10,03740J107,185392,98,USA,AWON
A21 GROUP INC,00218410,002184109,125582,101,USA,ATWOQ
A21 GROUP INC,00218410,002184109,125582,101,USA,ATWOQ
A21 GROUP INC,00218410,002184109,125582,101,USA,ATWOQ
AAC HOLDINGS INC,00030710,000307108,178698,102,USA,AACH
AAM LOW DUR PREF IN SEC ETF,26922A19,26922A198,35878,105,USA,PFLD
AAI FOSTERGRANT INC,00035P93,00035P939,128178,103,USA,9860B
AAM LOW DUR PREF IN SEC ETF,26922A19,26922A198,35878,105,USA,PFLD
AAI FOSTERGRANT INC,00035P93,00035P939,128178,103,USA,9860B
AAM LOW DUR PREF IN SEC ETF,26922A19,26922A198,35878,105,USA,PFLD
AAM S&P 500 HIGH DIV VAL ETF,26922A59,26922A594,32765,106,USA,SPDV
AAM S&P 500 HIGH DIV VAL ETF,26922A59,26922A594,32765,106,USA,SPDV
AAM S&P 500 HIGH DIV VAL ETF,26922A59,26922A594,32765,106,USA,SPDV
AAM S&P DEVPD MRK HG DIV ETF,26922A34,26922A347,33419,107,USA,DMDV
AAM S&P DEVPD MRK HG DIV ETF,26922A34,26922A347,33419,107,USA,DMDV
AAMES INVESTMENT CORP,00253G10,00253G108,24746,109,USA,AIC.3
AAMES INVESTMENT CORP-OLD,00299Y94,00299Y949,264711,110,USA,AIC.1
AAM S&P EMRG MRKT HI DIV ETF,26922A58,26922A586,32766,108,USA,EEMD
AAM S&P EMRG MRKT HI DIV ETF,26922A58,26922A586,32766,108,USA,EEMD
AAMPRO GROUP INC,00253220,002532208,141023,111,USA,APGO
AAMPRO GROUP INC,00253220,002532208,141023,111,USA,APGO
AAMPRO GROUP INC,00253220,002532208,141023,111,USA,APGO
AAM S&P DEVPD MRK HG DIV ETF,26922A34,26922A347,33419,107,USA,DMDV
AAVID THERMAL TECHNOLOGIES,00253900,002539005,61922,115,USA,ANSS1
ABACUS DIRECT CORP,00255310,002553105,63653,118,USA,ABDR.1
ABACAN RESOURCE CORP,00291910,002919108,26431,117,USA,ABACQ
AAM S&P EMRG MRKT HI DIV ETF,26922A58,26922A586,32766,108,USA,EEMD
ABAKAN INC,00258J10,00258J107,178152,119,USA,ABKI
ABAKAN INC,00258J10,00258J107,178152,119,USA,ABKI
ABAZIAS INC,00256K20,00256K205,64827,122,USA,3ABZA
ABATIX CORP,00256410,002564102,15359,120,USA,ABIX
ABAZIAS INC,00256K20,00256K205,64827,122,USA,3ABZA
ABBY INC,00287T30,00287T308,12645,126,USA,ABBY
ABC FAMILY WORLDWIDE INC,35138B93,35138B932,146314,128,USA,0179B
ABC DISPENSING TECHNOLOGIES,48280510,482805108,9570,127,USA,KWGI
ABC FAMILY WORLDWIDE INC,35138B93,35138B932,146314,128,USA,0179B
ABCO MARKETS INC,00288010,002880102,15433,130,USA,6020B
ABCO MARKETS INC,00288010,002880102,15433,130,USA,6020B
ABCO MARKETS INC,00288010,002880102,15433,130,USA,6020B
ABERDEEN ST BL WTI CRUD -ETF,00326150,003261500,30763,133,USA,AOIL
ABERDEEN ST BL WTI CRUD -ETF,00326150,003261500,30763,133,USA,AOIL
ABERDEEN ST BL WTI CRUD -ETF,00326150,003261500,30763,133,USA,AOIL
ABERDEEN STANDRD BLMBRG -ETF,00326120,003261203,30766,134,USA,BCD
ABERDEEN STANDRD BLMBRG -ETF,00326120,003261203,30766,134,USA,BCD
ABERDEEN STANDRD BLMBRG -ETF,00326120,003261203,30766,134,USA,BCD
ABERDEEN STNDRD PHY PAL -ETF,00326210,003262102,184098,138,USA,PALL
ABERDEEN STNDRD PHY PAL -ETF,00326210,003262102,184098,138,USA,PALL
ABERDEEN STNDRD PHS SLR -ETF,00326410,003264108,183303,137,USA,SIVR
ABERDEEN STNDRD PHS SLR -ETF,00326410,003264108,183303,137,USA,SIVR
ABERDEEN STNDRD PHY PRC -ETF,00326310,003263100,185775,139,USA,GLTR
ABERDEEN STNDRD PHS PLT -ETF,00326010,003260106,184097,136,USA,PPLT
ABERDEEN STNDRD BLM ALL -ETF,00326110,003261104,30761,135,USA,BCI
ABERDEEN STNDRD PHY PRC -ETF,00326310,003263100,185775,139,USA,GLTR
ABERDEEN STNDRD BLM ALL -ETF,00326110,003261104,30761,135,USA,BCI
ABERDEEN STNDRD BLM ALL -ETF,00326110,003261104,30761,135,USA,BCI
ABERDEEN STNDRD PHS PLT -ETF,00326010,003260106,184097,136,USA,PPLT
ABEX INC,00338710,003387107,15277,140,USA,ABE.2
ABF FREIGHT SYSTEM INC,00099Y00,00099Y008,15456,141,USA,6045A
ABEX INC,00338710,003387107,15277,140,USA,ABE.2
ABF FREIGHT SYSTEM INC,00099Y00,00099Y008,15456,141,USA,6045A
ABEX INC,00338710,003387107,15277,140,USA,ABE.2
ABF FREIGHT SYSTEM INC,00099Y00,00099Y008,15456,141,USA,6045A
ABINGTON BANCORP INC-OLD,00350P10,00350P100,16605,145,USA,ABBK
ABINGTON BANCORP INC,00350L10,00350L109,160657,144,USA,ABBC
ABLEST INC,00371W10,00371W100,5569,150,USA,AIH.2
ABOVE TECHNOLOGIES INC,00373830,003738309,22553,153,USA,3ABVE
ABOVENET COMMUNICATIONS INC,00374310,003743101,116606,154,USA,ABOV
ABOVE TECHNOLOGIES INC,00373830,003738309,22553,153,USA,3ABVE
ABOVE TECHNOLOGIES INC,00373830,003738309,22553,153,USA,3ABVE
ABOVENET COMMUNICATIONS INC,00374310,003743101,116606,154,USA,ABOV
ABOVENET COMMUNICATIONS INC,00374310,003743101,116606,154,USA,ABOV
ABPRO CORP -REDH,00085010,000850107,33464,156,USA,ABP
ABPRO CORP -REDH,00085010,000850107,33464,156,USA,ABP
ABRAXAS ENERGY PARTNERS-REDH,00382710,003827102,179435,158,USA,ABE.1
ABRAXAS ENERGY PARTNERS-REDH,00382710,003827102,179435,158,USA,ABE.1
ABPRO CORP -REDH,00085010,000850107,33464,156,USA,ABP
ABRAXAS ENERGY PARTNERS-REDH,00382710,003827102,179435,158,USA,ABE.1
ABRAXIS BIOSCIENCE INC,00383Y10,00383Y102,178855,160,USA,ABII
ABS INDUSTRIES INC,00078110,000781104,1009,161,USA,ABSI
